Event Objective,Objective Status,Topic,# of events this topic is in (from Topic),Discipline / Role (from Topic),Curriculum Event,23-24 Event,Course Name (from Curriculum Event) (from Topic),Event Date
Describe the features of Disruptive Disorders. (EO-3203),Active,Psychiatry: Childhood Disruptive Disorders (TO-0654),1,Psychiatry,M2 BSci Sean Fox,M2 BSci ADHD & Autism (Sean Fox),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-17 13:00
Recognize the risk factors for Childhood Disorders development. (EO-3204),Active,Psychiatry: Childhood Disruptive Disorders (TO-0654),1,Psychiatry,M2 BSci Sean Fox,M2 BSci ADHD & Autism (Sean Fox),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-17 13:00
Explain the epidemiology of ADHD. (EO-3206),Active,Psychiatry: Childhood Disruptive Disorders (TO-0654),1,Psychiatry,M2 BSci Sean Fox,M2 BSci ADHD & Autism (Sean Fox),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-17 13:00
Discuss treatments and prognosis of Childhood Disorders. (EO-3205),Active,Psychiatry: Childhood Disruptive Disorders (TO-0654),1,Psychiatry,M2 BSci Sean Fox,M2 BSci ADHD & Autism (Sean Fox),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-17 13:00
Define DSM  and  distinguish ODD from other disruptive behavioral disorders. (EO-3202),Active,Psychiatry: Childhood Disruptive Disorders (TO-0654),1,Psychiatry,M2 BSci Sean Fox,M2 BSci ADHD & Autism (Sean Fox),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-17 13:00
Define Autism Spectrum Disorder (ASD) and identify its  and subgroups and epidemiology. (EO-3207),Active,Psychiatry: Childhood Disruptive Disorders (TO-0654),1,Psychiatry,M2 BSci Sean Fox,M2 BSci ADHD & Autism (Sean Fox),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-17 13:00
Compare and contrast oppositional defiant disorder; conduct disorder; and disruptive mood dysregulation disorder (EO-7911),Active,Psychiatry: Childhood Disruptive Disorders (TO-0654),1,Psychiatry,M2 BSci Sean Fox,M2 BSci ADHD & Autism (Sean Fox),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-17 13:00
Describe the prognosis of delirium. (EO-3278),Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
Define Delirium. (EO-3272),Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
List the preventive measures during hospitalization. (EO-3276),Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
List the treatments for delirium. (EO-3277),Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
"Recognize the differences between Delirium, Dementia and Psychosis. (EO-3273)",Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
List the differential diagnosis of delirium. (EO-3274),Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
Describe the work-up and evaluation of delirium. (EO-3275),Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
Explain the risks associated with using certain psychotropic medications in the elderly (EO-3214),Active,Psychiatry: Delirium (TO-0663),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
Describe the controversy behind multiple personality disorder. (EO-3231),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci Personality Disorders (Anika Patel and Grant Knight),1,Psychiatry,,M1 BSci Personality Disorders (Anika Patel and Grant Knight),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-24 13:00
Define the features of dissociative disorders (dissociative identity disorder; dissociative amnesia; dissociative fugue; depersonalization/derealization disorder). (EO-3230),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci Personality Disorders (Anika Patel and Grant Knight),1,Psychiatry,,M1 BSci Personality Disorders (Anika Patel and Grant Knight),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-24 13:00
Develop a differential diagnosis for dissociative disorders. (EO-3232),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci Personality Disorders (Anika Patel and Grant Knight),1,Psychiatry,,M1 BSci Personality Disorders (Anika Patel and Grant Knight),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-24 13:00
Describe the controversy behind multiple personality disorder. (EO-3231),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci Personality Disorders (Anika Patel and Grant Knight),1,Psychiatry,,M1 BSci Personality Disorders (Anika Patel and Grant Knight),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-24 13:00
Define the features of dissociative disorders (dissociative identity disorder; dissociative amnesia; dissociative fugue; depersonalization/derealization disorder). (EO-3230),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci Personality Disorders (Anika Patel and Grant Knight),1,Psychiatry,,M1 BSci Personality Disorders (Anika Patel and Grant Knight),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-24 13:00
Develop a differential diagnosis for dissociative disorders. (EO-3232),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci Personality Disorders (Anika Patel and Grant Knight),1,Psychiatry,,M1 BSci Personality Disorders (Anika Patel and Grant Knight),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-24 13:00
Define the features of dissociative disorders (dissociative identity disorder; dissociative amnesia; dissociative fugue; depersonalization/derealization disorder). (EO-3230),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),1,Psychiatry,,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Define the features of dissociative disorders (dissociative identity disorder; dissociative amnesia; dissociative fugue; depersonalization/derealization disorder). (EO-3230),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),1,Psychiatry,,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Describe the controversy behind multiple personality disorder. (EO-3231),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),1,Psychiatry,,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Describe the controversy behind multiple personality disorder. (EO-3231),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),1,Psychiatry,,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Develop a differential diagnosis for dissociative disorders. (EO-3232),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),1,Psychiatry,,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Develop a differential diagnosis for dissociative disorders. (EO-3232),Active,Psychiatry: Dissociative Disorders (TO-0658) in M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),1,Psychiatry,,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Recognize the need for effective counseling prior to fertility altering treatment. (EO-7008),Active,Psychiatry: Gender Affirming Medical Management (TO-1387),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
"Identify medical therapies used in gender-affirming care: Adolescent management, Masculinizing therapies, Feminizing therapies. (EO-7007)",Active,Psychiatry: Gender Affirming Medical Management (TO-1387),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
Identify appropriate age-related screenings for transgender and gender non-conforming individuals in the primary care setting. (EO-7009),Active,Psychiatry: Gender Affirming Medical Management (TO-1387),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
Identify the diagnostic criteria of Gender Dysphoria (DSM-5) and the current reasoning for this diagnosis to remain in the DSM-5. (EO-7001),Active,Psychiatry: Gender Dysphoria In Childhood; Adolescence; and Adulthood (TO-1385),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
Describe the range of possible manifestations of Gender Dysphoria across the life-course. (EO-7002),Active,Psychiatry: Gender Dysphoria In Childhood; Adolescence; and Adulthood (TO-1385),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
"Discuss how to utilize gender-affirming strategies, such as social and legal affirmation, in addition to medical and surgical treatment options. (EO-7003)",Active,Psychiatry: Gender Dysphoria In Childhood; Adolescence; and Adulthood (TO-1385),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
Recognize the role of surgery in gender affirming care. (EO-7010),Active,Psychiatry: Gender Dysphoria In Childhood; Adolescence; and Adulthood (TO-1385),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
Compare and contrast the concepts of sexuality and gender identity. (EO-8779),Active,Psychiatry: Human Sexuality (TO-6855)​,1,Psychiatry,M2 BSci Jessie Arnold,M2 BSci Teenage Pregnancy (Jessie Arnold),M2-01 Sexuality and Reproduction (RMD-566),2023-09-25 08:30
"Define sexual minority identities, including those are part of the LGBTQ acronym. (EO-8824)",Active,Psychiatry: Human Sexuality (TO-6855)​,1,Psychiatry,M2 BSci Jessie Arnold,M2 BSci Teenage Pregnancy (Jessie Arnold),M2-01 Sexuality and Reproduction (RMD-566),2023-09-25 08:30
Describe sexual development from childhood through adolescence. (EO-8822),Active,Psychiatry: Human Sexuality (TO-6855)​,1,Psychiatry,M2 BSci Jessie Arnold,M2 BSci Teenage Pregnancy (Jessie Arnold),M2-01 Sexuality and Reproduction (RMD-566),2023-09-25 08:30
Discuss the spectrum of sexual behaviors and specific risks associated. (EO-8823),Active,Psychiatry: Human Sexuality (TO-6855)​,1,Psychiatry,M2 BSci Jessie Arnold,M2 BSci Teenage Pregnancy (Jessie Arnold),M2-01 Sexuality and Reproduction (RMD-566),2023-09-25 08:30
Discuss LGBTQ health disparities for youth and adults. (EO-8825),Active,Psychiatry: Human Sexuality (TO-6855)​,1,Psychiatry,M2 BSci Jessie Arnold,M2 BSci Teenage Pregnancy (Jessie Arnold),M2-01 Sexuality and Reproduction (RMD-566),2023-09-25 08:30
"Differentiate between an impulse, compulsion, tic and mannerism. (EO-3177)",Active,Psychiatry: Impulse Control Disorders (TO-0650),1,Pathophysiology,M1 BSci Brian Radcliffe,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Identify the treatment for Impulse Control Disorders. (EO-3180),Active,Psychiatry: Impulse Control Disorders (TO-0650),1,Pathophysiology,M1 BSci Brian Radcliffe,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Describe the criteria for impulse control disorder. (EO-3179),Active,Psychiatry: Impulse Control Disorders (TO-0650),1,Pathophysiology,M1 BSci Brian Radcliffe,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
List the types of impulse control disorders in the DSM 5. (EO-3178),Active,Psychiatry: Impulse Control Disorders (TO-0650),1,Pathophysiology,M1 BSci Brian Radcliffe,M1 BSci PTSD and Anxiety Disorders (Brian Radcliffe),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-17 13:00
Identify the cognitive domains that are impacted in the Diagnosis of Major Neurocognitive Disorder and Mild Neurocognitive Disorder. (EO-3210),Active,Psychiatry: Intro to Neurocognitive Disorders (Dementia) (TO-6958),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
Differentiate normal aging versus dementia (EO-3213),Active,Psychiatry: Intro to Neurocognitive Disorders (Dementia) (TO-6958),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
Discuss the diagnostic evaluation of dementia and possible reversible causes that can be treated (EO-3212),Active,Psychiatry: Intro to Neurocognitive Disorders (Dementia) (TO-6958),1,Psychiatry,M2 BSci Arlene Little,M2 BSci Dementia and Delirium (Arlene Little),M2-02 Growth Development and the Life Cycle (RMD-567),2023-11-06 08:30
Define key SO/GI (sexual orientation/gender identity) terms and categories. (EO-6996),Active,Psychiatry: Intro To Terminology And Cultural Competency Of Transgender Populations (TO-1383),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
Communicate in a culturally-competent manner that is gender-inclusive while using gender-diverse pronouns and chosen names. (EO-6997),Active,Psychiatry: Intro To Terminology And Cultural Competency Of Transgender Populations (TO-1383),1,Psychiatry,M2 BSci J. Chapman,M2 BSci Gender Development and Identity (J. Chapman),M2-02 Growth Development and the Life Cycle (RMD-567),2023-10-27 08:30
List the causes of a Major Depressive Episode. (EO-3145),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Utilize the screening instruments (PHQ-9 and MDQ) for mood disorders. (EO-3158),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Describe the risk factors for depression. (EO-3146),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Distinguish between a mood disorder and adjustment disorder. (EO-3152),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Describe other diagnoses that can mimic depression. (EO-3148),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Compare symptoms of grief versus MDE following a major loss. (EO-7737),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Identify the changes in sleep that occur with MDD. (EO-7738),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Recognize screening questions for depression. (EO-3147),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
List the criteria for a Major Depressive Episode. (EO-3144),Active,Psychiatry: Major Depressive Disorder (TO-0637),1,Neuroscience,M1 BSci Sarah O'Neill,M1 BSci Mood Disorders (Sarah O'Neill),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-13 13:00
Discuss the dangers of “synthetic marijuana”. (EO-7726),Active,Psychiatry: Marijuana/Cannabis (TO-6434),1,Neuroscience,M1 BSci Jane Kim,M1 BSci Substance Use Disorder (Jane Kim),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-21 13:00
Describe the symptoms used to assess for marijuana intoxication and withdrawal. (EO-7724),Active,Psychiatry: Marijuana/Cannabis (TO-6434),1,Neuroscience,M1 BSci Jane Kim,M1 BSci Substance Use Disorder (Jane Kim),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-21 13:00
Recognize the potential long term risks of chronic marijuana use. (EO-7725),Active,Psychiatry: Marijuana/Cannabis (TO-6434),1,Neuroscience,M1 BSci Jane Kim,M1 BSci Substance Use Disorder (Jane Kim),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-21 13:00
Consider legal aspects of recreational marijuana use and medical marijuana. (EO-7727),Active,Psychiatry: Marijuana/Cannabis (TO-6434),1,Neuroscience,M1 BSci Jane Kim,M1 BSci Substance Use Disorder (Jane Kim),M1-07 Brain Behavior and Cognition (RMD-565),2024-06-21 13:00
